B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),NULL,KU,NULL,2020-06-17 21:22:16.7279890,Woodpecker Holes,WOODPECKER HOLES : R-Pole,NULL,NULL,NULL,NEEDS REPAIR,ohio indian hill,Completed,NULL,NULL,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),NULL,KU,NULL,2020-06-17 21:22:16.9640161,NULL,ANCHOR,NULL,NULL,NULL,GOOD,ohio indian hill,Completed,NULL,NULL,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),NULL,KU,NULL,2020-06-17 21:22:16.5529704,NULL,GROUNDLINE : R-Pole,NULL,NULL,NULL,GOOD,ohio indian hill,Completed,NULL,NULL,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),NULL,KU,NULL,2020-06-17 21:22:17.1690386,NULL,CROSSARMS,NULL,NULL,NULL,GOOD,ohio indian hill,Completed,NULL,NULL,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
B25B42DC-2F1F-4584-A7A2-0000742BD523,105,OHIO COUNTY 085 (604) - SIMMONS 212- INDIAN HILL 143 (614),NULL,KU,NULL,2020-06-17 21:22:16.8800070,NULL,DOWN GUY STUB POLE,NULL,NULL,NULL,GOOD,ohio indian hill,Completed,NULL,NULL,2020-05-21 16:46:44.9830000,2D5A940E-18ED-4BF9-9C68-D53563D71346
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),NULL,ODP,NULL,2018-02-05 22:40:58.9900360,NULL,RIGHT OF WAY,NULL,NULL,NULL,GOOD,correct imboden inspection,Completed,NULL,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012-358,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),NULL,ODP,NULL,2018-02-05 22:40:58.8720474,NULL,CONDUCTOR,NULL,NULL,NULL,GOOD,correct imboden inspection,Completed,NULL,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
D574D6BC-1102-42AD-9E82-000C6CFCD1BA,012-358,IMBODEN 71 (624) - GORGE 134 - DORCHESTER 072 (604),NULL,ODP,NULL,2018-02-05 22:40:58.4990061,Pole Soft at Groundline,GROUNDLINE : C-Pole,NULL,NULL,NULL,REJECT,correct imboden inspection,Completed,NULL,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2017-12-12 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),NULL,ODP,NULL,2024-09-04 16:56:13.7102596,NULL,BONDING,NULL,NULL,NULL,GOOD,Dorchester-Pocket North PR,Completed,NULL,NULL,2024-04-11 14:14:40.5670000,69E57DE9-C7BF-4B0A-B627-A3DC81FBBDB6
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),NULL,ODP,NULL,2018-02-28 01:54:01.4375507,NULL,ANCHOR STUB POLE,NULL,NULL,NULL,GOOD,imboden dorchester part 2,Completed,NULL,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),NULL,ODP,NULL,2024-09-04 16:56:13.8038596,NULL,CONDUCTOR,NULL,NULL,NULL,GOOD,Dorchester-Pocket North PR,Completed,NULL,NULL,2024-04-11 14:14:40.5670000,69E57DE9-C7BF-4B0A-B627-A3DC81FBBDB6
C768168B-81B7-44DD-9FD0-000220257438,61-203,DORCHESTER 072 (804) - POCKET NORTH 203 (814),NULL,ODP,NULL,2018-02-28 01:54:01.6585856,NULL,RIGHT OF WAY,NULL,NULL,NULL,GOOD,imboden dorchester part 2,Completed,NULL,E49A665F-DE1B-4CB4-AEF3-83357A4AD2B0,2018-02-19 00:00:00.0000000,FC93EAE8-6A00-4DE0-9635-1C3BFE898276
